,district,meter,built_year,price_per_meter,room,elevator,parking,storage,floor_en,total_floor,district_code
400,باغ فیض,57,1400,60000000.0,1,1.0,1.0,1.0,1,1,51
401,باغ فیض,84,1394,48810000.0,2,1.0,1.0,1.0,2,5,51
402,باغ فیض,78,1390,47821000.0,2,1.0,1.0,1.0,2,2,51
403,باغ فیض,62,1380,37903000.0,1,0.0,1.0,1.0,4,4,51
404,باغ فیض,100,1390,41000000.0,2,1.0,1.0,1.0,4,5,51
405,باغ فیض,75,1380,44000000.0,2,1.0,1.0,1.0,1,1,51
406,باغ فیض,100,1388,40000000.0,2,1.0,1.0,1.0,4,5,51
407,باغ فیض,107,1394,42991000.0,2,1.0,1.0,1.0,2,2,51
408,باغ فیض,68,1395,50000000.0,2,1.0,1.0,1.0,4,5,51
409,باغ فیض,60,1382,53333000.0,2,1.0,1.0,1.0,3,3,51
410,باغ فیض,74,1397,48514000.0,2,1.0,1.0,1.0,1,1,51
412,باغ فیض,86,1384,44186000.0,2,1.0,1.0,1.0,5,5,51
413,باغ فیض,40,1388,48750000.0,1,1.0,0.0,0.0,1,4,51
414,باغ فیض,77,1375,38831000.0,2,0.0,1.0,1.0,3,3,51
415,باغ فیض,116,1400,63000000.0,2,1.0,1.0,1.0,2,5,51
416,باغ فیض,77,1382,36104000.0,2,0.0,1.0,1.0,1,1,51
417,باغ فیض,96,1392,42500000.0,2,1.0,1.0,1.0,1,1,51
418,باغ فیض,70,1395,50000000.0,2,1.0,1.0,1.0,1,5,51
419,باغ فیض,55,1381,46909000.0,2,1.0,1.0,1.0,1,4,51
420,باغ فیض,74,1385,41892000.0,2,1.0,1.0,1.0,1,1,51
421,باغ فیض,60,1382,44167000.0,1,1.0,1.0,1.0,1,1,51
422,باغ فیض,88,1392,33523000.0,1,1.0,0.0,1.0,0,4,51
423,باغ فیض,99,1384,39899000.0,2,1.0,1.0,1.0,1,5,51
424,باغ فیض,59,1382,44068000.0,1,1.0,1.0,1.0,0,0,51
425,باغ فیض,58,1382,38793000.0,1,0.0,1.0,1.0,1,4,51
426,باغ فیض,55,1393,38182000.0,1,0.0,1.0,1.0,3,3,51
427,باغ فیض,110,1388,38182000.0,2,1.0,1.0,1.0,1,5,51
429,باغ فیض,115,1387,36522000.0,2,1.0,1.0,1.0,1,1,51
430,باغ فیض,103,1400,55000000.0,2,1.0,1.0,1.0,4,5,51
431,باغ فیض,67,1387,47761000.0,2,1.0,1.0,1.0,2,2,51
432,باغ فیض,103,1396,48058000.0,2,1.0,1.0,1.0,3,5,51
433,باغ فیض,81,1382,34568000.0,2,0.0,1.0,1.0,4,4,51
434,باغ فیض,124,1383,37097000.0,2,0.0,1.0,1.0,1,1,51
435,باغ فیض,50,1400,53800000.0,1,1.0,1.0,1.0,6,18,51
436,باغ فیض,120,1394,45000000.0,3,1.0,1.0,1.0,2,5,51
437,باغ فیض,85,1400,47059000.0,2,1.0,1.0,1.0,3,3,51
438,باغ فیض,56,1386,42500000.0,2,1.0,1.0,1.0,2,2,51
439,باغ فیض,95,1392,41579000.0,2,1.0,1.0,1.0,1,5,51
440,باغ فیض,50,1400,53800000.0,1,1.0,1.0,1.0,6,20,51
441,باغ فیض,97,1387,44845000.0,2,1.0,1.0,1.0,2,4,51
442,باغ فیض,96,1392,42708000.0,2,1.0,1.0,1.0,1,6,51
443,باغ فیض,106,1390,45283000.0,2,1.0,0.0,1.0,1,5,51
445,باغ فیض,75,1387,37333000.0,1,1.0,1.0,1.0,4,4,51
446,باغ فیض,75,1396,47333000.0,2,1.0,1.0,1.0,3,3,51
447,باغ فیض,95,1392,43158000.0,2,1.0,1.0,1.0,1,1,51
448,باغ فیض,79,1395,44304000.0,2,1.0,1.0,1.0,2,2,51
449,باغ فیض,106,1387,45283000.0,2,1.0,1.0,1.0,1,5,51
450,باغ فیض,65,1395,50154000.0,1,1.0,1.0,1.0,5,5,51
451,باغ فیض,60,1380,40000000.0,2,0.0,1.0,0.0,1,4,51
452,باغ فیض,78,1392,55769000.0,2,1.0,1.0,1.0,2,5,51
454,باغ فیض,120,1399,50000000.0,3,1.0,1.0,0.0,3,5,51
455,باغ فیض,90,1391,50000000.0,2,1.0,1.0,1.0,6,6,51
456,باغ فیض,65,1384,37692000.0,2,0.0,1.0,1.0,4,4,51
457,باغ فیض,90,1394,33778000.0,1,1.0,0.0,1.0,0,0,51
458,باغ فیض,106,1387,45755000.0,2,1.0,1.0,1.0,2,5,51
459,باغ فیض,60,1385,44083000.0,1,1.0,1.0,1.0,1,1,51
460,باغ فیض,110,1393,38636000.0,2,1.0,1.0,1.0,2,2,51
461,باغ فیض,101,1397,45545000.0,2,1.0,1.0,1.0,4,5,51
462,باغ فیض,110,1400,58364000.0,2,1.0,1.0,1.0,2,2,51
463,باغ فیض,77,1391,48052000.0,2,1.0,1.0,1.0,2,2,51
464,باغ فیض,72,1396,47917000.0,2,1.0,1.0,1.0,4,4,51
465,باغ فیض,64,1388,51562000.0,1,1.0,1.0,1.0,5,5,51
466,باغ فیض,102,1400,53922000.0,2,1.0,1.0,1.0,3,5,51
467,باغ فیض,97,1395,48969000.0,2,1.0,1.0,1.0,4,5,51
469,باغ فیض,59,1380,40339000.0,1,1.0,1.0,1.0,0,0,51
470,باغ فیض,80,1394,53750000.0,2,1.0,1.0,1.0,2,5,51
471,باغ فیض,90,1390,40000000.0,2,1.0,1.0,0.0,4,4,51
472,باغ فیض,120,1400,43333000.0,2,1.0,1.0,1.0,9,9,51
473,پونک,115,1400,53904000.0,2,1.0,1.0,1.0,2,2,90
474,باغ فیض,103,1393,50874000.0,2,1.0,1.0,1.0,3,3,51
475,باغ فیض,120,1394,45000000.0,3,1.0,1.0,1.0,2,2,51
476,باغ فیض,101,1394,43069000.0,2,1.0,1.0,1.0,4,5,51
477,باغ فیض,59,1394,42881000.0,1,1.0,1.0,0.0,4,4,51
478,باغ فیض,90,1395,50000000.0,2,1.0,1.0,1.0,4,4,51
479,باغ فیض,87,1392,33908000.0,1,1.0,0.0,1.0,0,4,51
480,باغ فیض,71,1395,49296000.0,2,1.0,1.0,1.0,4,4,51
481,باغ فیض,76,1394,42105000.0,2,1.0,1.0,1.0,3,3,51
482,باغ فیض,132,1390,50000000.0,3,1.0,1.0,1.0,1,5,51
483,باغ فیض,76,1382,36316000.0,2,0.0,1.0,1.0,1,1,51
484,باغ فیض,64,1380,39844000.0,2,0.0,1.0,0.0,4,4,51
485,باغ فیض,88,1386,39773000.0,2,1.0,1.0,1.0,1,1,51
486,باغ فیض,80,1394,44375000.0,2,1.0,1.0,1.0,3,3,51
488,باغ فیض,82,1386,42683000.0,2,1.0,1.0,1.0,2,2,51
489,باغ فیض,126,1398,55000000.0,3,1.0,1.0,1.0,9,12,51
490,باغ فیض,112,1385,47232000.0,2,1.0,1.0,1.0,2,2,51
491,باغ فیض,63,1387,35698000.0,1,0.0,1.0,1.0,1,4,51
492,باغ فیض,85,1386,40000000.0,2,1.0,1.0,1.0,2,2,51
493,باغ فیض,87,1388,44253000.0,2,1.0,1.0,1.0,5,5,51
494,باغ فیض,95,1392,42105000.0,2,1.0,1.0,1.0,1,1,51
495,باغ فیض,101,1397,46634000.0,2,1.0,1.0,1.0,3,3,51
496,باغ فیض,106,1388,43396000.0,2,1.0,1.0,1.0,1,5,51
497,باغ فیض,61,1386,36803000.0,2,0.0,1.0,1.0,1,4,51
499,باغ فیض,72,1396,49167000.0,2,1.0,1.0,1.0,3,5,51
500,باغ فیض,106,1392,46698000.0,2,1.0,1.0,1.0,1,1,51
501,باغ فیض,51,1380,35294000.0,1,0.0,0.0,1.0,4,4,51
502,باغ فیض,62,1386,36290000.0,1,0.0,1.0,1.0,1,4,51
503,باغ فیض,93,1393,45161000.0,2,1.0,1.0,1.0,5,5,51
504,باغ فیض,100,1395,44000000.0,2,1.0,1.0,1.0,3,5,51
505,باغ فیض,103,1388,33981000.0,2,1.0,1.0,1.0,7,7,51
506,باغ فیض,62,1389,42742000.0,1,0.0,1.0,1.0,2,2,51
507,باغ فیض,133,1385,54135000.0,3,1.0,1.0,1.0,2,5,51
508,باغ فیض,103,1388,41262000.0,2,1.0,1.0,1.0,3,5,51
509,باغ فیض,67,1386,44627000.0,2,1.0,1.0,1.0,1,1,51
510,باغ فیض,157,1392,55000000.0,3,1.0,1.0,1.0,1,4,51
511,باغ فیض,64,1383,40625000.0,2,1.0,1.0,0.0,1,1,51
512,باغ فیض,76,1399,46711000.0,2,1.0,1.0,1.0,4,5,51
513,باغ فیض,66,1400,50000000.0,1,1.0,1.0,1.0,1,1,51
514,باغ فیض,102,1382,41667000.0,3,1.0,1.0,1.0,4,4,51
515,باغ فیض,106,1388,42264000.0,2,1.0,1.0,1.0,3,5,51
516,باغ فیض,76,1381,37500000.0,2,0.0,1.0,1.0,1,1,51
517,باغ فیض,67,1383,37612000.0,2,0.0,0.0,1.0,0,0,51
518,باغ فیض,80,1393,44375000.0,2,1.0,1.0,1.0,3,3,51
519,باغ فیض,100,1390,52500000.0,2,1.0,1.0,0.0,1,5,51
520,باغ فیض,60,1380,31667000.0,1,0.0,1.0,1.0,4,4,51
521,باغ فیض,76,1382,43421000.0,2,1.0,1.0,1.0,1,1,51
523,باغ فیض,180,1395,41111000.0,3,1.0,1.0,1.0,4,4,51
524,باغ فیض,67,1380,39552000.0,2,0.0,1.0,1.0,1,1,51
525,باغ فیض,94,1392,46277000.0,2,1.0,1.0,1.0,1,1,51
526,باغ فیض,70,1385,45000000.0,2,1.0,1.0,1.0,5,5,51
527,باغ فیض,115,1386,43000000.0,3,0.0,1.0,1.0,1,4,51
528,باغ فیض,80,1377,36500000.0,2,0.0,1.0,1.0,2,4,51
529,باغ فیض,80,1398,55000000.0,2,1.0,1.0,0.0,1,1,51
530,باغ فیض,77,1391,50649000.0,2,1.0,1.0,1.0,2,5,51
531,باغ فیض,75,1395,48000000.0,2,1.0,1.0,1.0,3,3,51
532,پونک,90,1398,51111000.0,2,1.0,1.0,1.0,5,5,90
533,باغ فیض,68,1388,43971000.0,2,1.0,1.0,1.0,1,1,51
534,باغ فیض,60,1392,51167000.0,1,1.0,1.0,1.0,1,1,51
535,باغ فیض,100,1393,39000000.0,2,1.0,1.0,1.0,3,3,51
536,باغ فیض,73,1398,49315000.0,2,1.0,1.0,1.0,4,4,51
537,باغ فیض,75,1400,60000000.0,2,1.0,1.0,1.0,2,2,51
538,باغ فیض,74,1380,37838000.0,2,0.0,1.0,1.0,4,4,51
539,باغ فیض,92,1390,44565000.0,2,1.0,1.0,1.0,4,4,51
540,باغ فیض,85,1382,30000000.0,2,1.0,1.0,1.0,1,1,51
541,باغ فیض,90,1385,33333000.0,2,0.0,0.0,1.0,1,4,51
542,باغ فیض,55,1378,47273000.0,2,0.0,1.0,1.0,1,1,51
543,باغ فیض,110,1399,50000000.0,3,1.0,1.0,1.0,1,5,51
544,باغ فیض,59,1382,44831000.0,1,1.0,1.0,1.0,0,6,51
545,باغ فیض,74,1393,48649000.0,2,1.0,1.0,1.0,4,4,51
546,باغ فیض,74,1397,48649000.0,2,1.0,1.0,1.0,1,1,51
547,باغ فیض,89,1380,34831000.0,1,1.0,1.0,1.0,11,12,51
549,باغ فیض,71,1381,42958000.0,2,0.0,1.0,1.0,1,1,51
550,باغ فیض,80,1385,40000000.0,2,1.0,1.0,0.0,5,5,51
551,باغ فیض,76,1391,48421000.0,2,1.0,1.0,1.0,2,2,51
552,باغ فیض,75,1384,41333000.0,2,1.0,1.0,1.0,5,5,51
553,باغ فیض,67,1382,40000000.0,2,0.0,0.0,1.0,1,4,51
554,باغ فیض,62,1375,37500000.0,1,0.0,1.0,1.0,2,4,51
555,باغ فیض,58,1382,40517000.0,1,0.0,0.0,1.0,1,1,51
556,باغ فیض,118,1400,50847000.0,2,1.0,1.0,0.0,1,5,51
557,باغ فیض,120,1394,45833000.0,3,1.0,1.0,1.0,2,5,51
558,باغ فیض,65,1395,44615000.0,1,1.0,1.0,1.0,3,6,51
559,باغ فیض,116,1385,55172000.0,2,1.0,0.0,1.0,5,5,51
561,باغ فیض,79,1382,40000000.0,2,0.0,1.0,1.0,0,0,51
562,باغ فیض,61,1382,36066000.0,1,0.0,0.0,1.0,1,1,51
563,باغ فیض,65,1391,52769000.0,1,1.0,1.0,1.0,5,5,51
564,باغ فیض,71,1396,48592000.0,2,1.0,1.0,1.0,4,4,51
565,باغ فیض,68,1397,54412000.0,1,1.0,1.0,1.0,5,5,51
566,باغ فیض,79,1384,45570000.0,2,1.0,1.0,1.0,5,5,51
567,باغ فیض,58,1390,43793000.0,1,1.0,1.0,1.0,7,7,51
569,باغ فیض,114,1389,51754000.0,2,1.0,1.0,1.0,2,2,51
570,باغ فیض,82,1392,51220000.0,2,1.0,1.0,1.0,4,4,51
571,باغ فیض,73,1392,43836000.0,2,1.0,1.0,1.0,5,5,51
572,باغ فیض,77,1392,48052000.0,2,1.0,1.0,1.0,2,2,51
573,باغ فیض,93,1400,60000000.0,2,1.0,1.0,1.0,1,1,51
574,باغ فیض,95,1392,48947000.0,2,1.0,1.0,1.0,4,5,51
575,باغ فیض,100,1387,41000000.0,2,0.0,1.0,1.0,1,4,51
576,باغ فیض,75,1397,48667000.0,2,1.0,1.0,1.0,3,3,51
577,باغ فیض,70,1386,42857000.0,2,1.0,1.0,1.0,5,5,51
578,باغ فیض,100,1397,54000000.0,2,1.0,1.0,1.0,4,4,51
579,باغ فیض,65,1384,41538000.0,2,1.0,1.0,1.0,1,4,51
580,باغ فیض,95,1386,44211000.0,2,1.0,1.0,1.0,2,4,51
581,باغ فیض,75,1385,45320000.0,2,0.0,1.0,1.0,2,2,51
584,باغ فیض,68,1392,47000000.0,2,1.0,1.0,1.0,2,2,51
585,باغ فیض,190,1400,60000000.0,3,1.0,1.0,1.0,4,4,51
586,باغ فیض,70,1391,50000000.0,2,1.0,1.0,1.0,1,5,51
587,باغ فیض,150,1400,62667000.0,3,1.0,1.0,1.0,3,3,51
588,باغ فیض,94,1392,44681000.0,2,1.0,1.0,1.0,1,5,51
589,باغ فیض,62,1400,51613000.0,1,1.0,1.0,1.0,10,23,51
590,باغ فیض,59,1383,44915000.0,1,1.0,1.0,1.0,1,1,51
591,باغ فیض,75,1396,48000000.0,2,1.0,1.0,1.0,4,4,51
592,باغ فیض,80,1393,54375000.0,2,1.0,1.0,1.0,2,2,51
593,باغ فیض,99,1395,43939000.0,2,1.0,1.0,1.0,4,5,51
594,باغ فیض,95,1393,48947000.0,2,1.0,1.0,1.0,4,5,51
595,باغ فیض,57,1394,44737000.0,1,1.0,1.0,0.0,5,5,51
596,باغ فیض,111,1387,37838000.0,2,1.0,1.0,1.0,1,4,51
597,باغ فیض,67,1400,53134000.0,1,1.0,1.0,1.0,2,2,51
598,باغ فیض,75,1395,48000000.0,2,1.0,1.0,1.0,4,4,51
599,باغ فیض,95,1389,47368000.0,2,1.0,1.0,1.0,5,5,51
600,باغ فیض,95,1392,49474000.0,2,1.0,1.0,1.0,4,4,51
601,باغ فیض,63,1400,55000000.0,1,1.0,1.0,1.0,10,10,51
602,باغ فیض,80,1400,52500000.0,2,1.0,1.0,1.0,3,3,51
603,باغ فیض,65,1386,36923000.0,1,0.0,1.0,1.0,2,27,51
604,باغ فیض,115,1400,53913000.0,2,1.0,1.0,1.0,1,1,51
605,باغ فیض,45,1381,53111000.0,1,0.0,1.0,1.0,1,1,51
606,باغ فیض,57,1393,45088000.0,1,1.0,1.0,1.0,5,5,51
607,باغ فیض,142,1400,59859000.0,3,1.0,1.0,1.0,1,1,51
608,باغ فیض,54,1381,40741000.0,1,0.0,0.0,1.0,1,1,51
609,باغ فیض,98,1390,48469000.0,2,1.0,1.0,1.0,1,1,51
610,باغ فیض,72,1394,49861000.0,2,1.0,1.0,1.0,4,4,51
611,باغ فیض,60,1394,51667000.0,1,1.0,1.0,1.0,3,3,51
614,باغ فیض,60,1394,50833000.0,1,1.0,1.0,1.0,1,1,51
615,باغ فیض,59,1390,50847000.0,1,1.0,1.0,1.0,1,1,51
616,باغ فیض,116,1400,52586000.0,2,1.0,1.0,1.0,1,5,51
617,باغ فیض,49,1383,42857000.0,1,0.0,0.0,1.0,1,1,51
618,باغ فیض,97,1381,40722000.0,2,1.0,1.0,1.0,1,5,51
619,باغ فیض,58,1395,44828000.0,1,1.0,1.0,1.0,5,5,51
620,باغ فیض,80,1400,52500000.0,2,1.0,1.0,1.0,3,5,51
621,باغ فیض,77,1383,42857000.0,2,1.0,1.0,1.0,1,1,51
622,باغ فیض,70,1400,55714000.0,1,1.0,1.0,1.0,9,9,51
623,باغ فیض,100,1390,40000000.0,2,0.0,1.0,1.0,1,4,51
624,باغ فیض,92,1383,35870000.0,2,0.0,1.0,1.0,4,4,51
625,باغ فیض,60,1380,37167000.0,1,0.0,0.0,1.0,1,1,51
626,باغ فیض,55,1400,59000000.0,1,1.0,1.0,1.0,2,5,51
627,باغ فیض,98,1393,47143000.0,2,1.0,1.0,1.0,1,5,51
628,باغ فیض,74,1386,46149000.0,2,0.0,1.0,1.0,2,2,51
629,باغ فیض,97,1389,48969000.0,2,1.0,1.0,1.0,4,4,51
630,باغ فیض,57,1398,41228000.0,1,1.0,1.0,1.0,4,5,51
631,باغ فیض,60,1393,51667000.0,1,1.0,1.0,1.0,1,1,51
632,باغ فیض,69,1397,48116000.0,2,1.0,1.0,1.0,4,4,51
633,باغ فیض,118,1395,46178000.0,3,1.0,1.0,1.0,2,2,51
634,باغ فیض,87,1398,48276000.0,2,1.0,1.0,1.0,2,6,51
635,باغ فیض,63,1380,36508000.0,1,0.0,1.0,1.0,4,4,51
636,باغ فیض,44,1382,50000000.0,1,0.0,0.0,1.0,1,1,51
637,باغ فیض,100,1400,53500000.0,2,1.0,1.0,1.0,2,4,51
638,باغ فیض,72,1397,47917000.0,2,1.0,1.0,1.0,4,4,51
639,باغ فیض,106,1400,55566000.0,2,1.0,1.0,1.0,2,5,51
640,باغ فیض,79,1383,45570000.0,2,1.0,1.0,1.0,5,5,51
641,باغ فیض,67,1400,53881000.0,1,1.0,1.0,1.0,3,3,51
642,باغ فیض,114,1399,55702000.0,2,1.0,1.0,1.0,5,5,51
643,باغ فیض,55,1385,43455000.0,1,1.0,1.0,1.0,1,1,51
644,باغ فیض,61,1395,46721000.0,1,1.0,1.0,1.0,1,1,51
645,باغ فیض,70,1385,34286000.0,1,0.0,1.0,1.0,2,3,51
646,باغ فیض,78,1380,39103000.0,2,0.0,1.0,1.0,1,1,51
647,باغ فیض,180,1395,42000000.0,3,1.0,1.0,1.0,3,3,51
649,باغ فیض,75,1397,46800000.0,2,1.0,1.0,1.0,1,1,51
650,باغ فیض,60,1383,44667000.0,1,1.0,1.0,1.0,1,1,51
652,باغ فیض,98,1395,44388000.0,2,1.0,1.0,1.0,3,5,51
653,باغ فیض,73,1393,48630000.0,2,1.0,1.0,1.0,4,4,51
654,باغ فیض,80,1396,48125000.0,2,1.0,1.0,1.0,2,2,51
655,باغ فیض,83,1383,42771000.0,2,1.0,1.0,1.0,2,4,51
656,باغ فیض,55,1386,45091000.0,2,1.0,1.0,1.0,3,3,51
657,باغ فیض,95,1397,49474000.0,2,1.0,1.0,1.0,4,4,51
658,باغ فیض,80,1394,53750000.0,2,1.0,1.0,1.0,2,5,51
659,باغ فیض,115,1400,53043000.0,2,1.0,1.0,1.0,1,5,51
660,باغ فیض,67,1399,48955000.0,2,1.0,1.0,1.0,2,2,51
661,باغ فیض,58,1397,43966000.0,1,1.0,1.0,1.0,5,5,51
662,باغ فیض,70,1398,51429000.0,1,1.0,1.0,1.0,5,5,51
663,باغ فیض,170,1400,55882000.0,3,1.0,1.0,1.0,5,5,51
664,باغ فیض,60,1395,42500000.0,1,1.0,1.0,1.0,5,5,51
665,باغ فیض,75,1391,46667000.0,2,1.0,1.0,1.0,5,5,51
666,باغ فیض,60,1393,46667000.0,1,1.0,1.0,1.0,3,3,51
667,باغ فیض,102,1382,38529000.0,2,0.0,1.0,1.0,1,1,51
668,باغ فیض,66,1398,48485000.0,2,1.0,1.0,1.0,4,4,51
669,باغ فیض,127,1389,51181000.0,3,1.0,1.0,1.0,2,4,51
670,باغ فیض,105,1395,46667000.0,2,1.0,1.0,1.0,2,5,51
671,باغ فیض,71,1395,45070000.0,1,1.0,1.0,0.0,5,5,51
672,باغ فیض,90,1385,44444000.0,2,1.0,1.0,1.0,3,5,51
673,باغ فیض,100,1388,39000000.0,2,1.0,1.0,1.0,1,1,51
674,باغ فیض,59,1400,50000000.0,1,1.0,1.0,1.0,4,5,51
675,باغ فیض,145,1385,42069000.0,3,1.0,1.0,1.0,1,1,51
676,باغ فیض,80,1400,48750000.0,2,1.0,1.0,1.0,3,5,51
677,باغ فیض,98,1390,48163000.0,2,1.0,1.0,1.0,3,5,51
678,باغ فیض,75,1390,36000000.0,2,1.0,1.0,1.0,1,4,51
679,باغ فیض,65,1384,30769000.0,1,0.0,1.0,1.0,1,1,51
680,باغ فیض,86,1381,38953000.0,1,0.0,0.0,1.0,2,2,51
681,باغ فیض,68,1400,51471000.0,2,1.0,1.0,1.0,12,12,51
682,باغ فیض,68,1398,62500000.0,2,1.0,1.0,1.0,3,3,51
683,باغ فیض,80,1400,60000000.0,2,1.0,1.0,1.0,2,5,51
684,باغ فیض,76,1383,37500000.0,2,0.0,1.0,1.0,2,4,51
685,باغ فیض,45,1399,62222000.0,1,1.0,1.0,1.0,5,5,51
686,باغ فیض,125,1385,44400000.0,3,1.0,1.0,1.0,5,5,51
687,باغ فیض,58,1398,43793000.0,1,1.0,1.0,1.0,5,5,51
688,باغ فیض,80,1381,36000000.0,2,0.0,1.0,1.0,2,2,51
689,باغ فیض,68,1381,36765000.0,2,0.0,1.0,0.0,2,2,51
690,باغ فیض,81,1390,51235000.0,2,1.0,1.0,1.0,2,2,51
692,باغ فیض,80,1380,40000000.0,2,1.0,1.0,0.0,4,4,51
693,باغ فیض,120,1395,45417000.0,3,1.0,1.0,1.0,2,2,51
694,باغ فیض,75,1395,48000000.0,2,1.0,1.0,1.0,4,4,51
695,باغ فیض,80,1400,52500000.0,2,1.0,1.0,1.0,3,3,51
696,باغ فیض,90,1392,47778000.0,2,1.0,1.0,1.0,3,3,51
697,باغ فیض,50,1400,55000000.0,1,1.0,1.0,1.0,6,20,51
698,باغ فیض,75,1385,35000000.0,2,0.0,1.0,1.0,4,4,51
699,باغ فیض,82,1386,42683000.0,2,1.0,1.0,1.0,2,2,51
700,باغ فیض,57,1394,44737000.0,1,1.0,1.0,0.0,5,5,51
701,باغ فیض,80,1380,37750000.0,2,0.0,1.0,1.0,1,1,51
702,باغ فیض,48,1384,43750000.0,1,0.0,0.0,1.0,0,4,51
703,باغ فیض,77,1392,48052000.0,2,1.0,1.0,1.0,2,5,51
704,باغ فیض,100,1389,39000000.0,2,0.0,1.0,1.0,1,4,51
705,باغ فیض,72,1386,59306000.0,2,1.0,1.0,1.0,20,20,51
706,باغ فیض,79,1396,41772000.0,2,1.0,1.0,1.0,3,5,51
707,باغ فیض,118,1394,45763000.0,3,1.0,1.0,1.0,2,2,51
708,باغ فیض,60,1384,44000000.0,1,1.0,1.0,1.0,0,0,51
709,باغ فیض,94,1396,45745000.0,2,1.0,1.0,1.0,3,5,51
710,باغ فیض,118,1381,34322000.0,2,0.0,1.0,1.0,3,4,51
711,باغ فیض,70,1380,55000000.0,2,1.0,1.0,1.0,17,17,51
712,باغ فیض,60,1393,51167000.0,1,1.0,1.0,1.0,1,1,51
713,باغ فیض,94,1396,48404000.0,2,1.0,1.0,1.0,2,5,51
715,باغ فیض,78,1400,58974000.0,2,1.0,1.0,1.0,2,5,51
716,باغ فیض,100,1382,41000000.0,2,1.0,1.0,1.0,1,1,51
717,باغ فیض,60,1381,37500000.0,1,0.0,0.0,1.0,1,4,51
718,باغ فیض,90,1389,47778000.0,2,1.0,1.0,1.0,5,5,51
719,باغ فیض,70,1384,34286000.0,2,0.0,0.0,0.0,3,3,51
720,جنت‌آباد جنوبی,69,1384,36377000.0,2,0.0,0.0,1.0,0,0,67
721,باغ فیض,106,1385,45755000.0,2,1.0,1.0,1.0,4,4,51
722,باغ فیض,64,1385,34688000.0,2,0.0,1.0,0.0,4,4,51
723,باغ فیض,103,1396,48252000.0,2,1.0,1.0,1.0,3,5,51
724,باغ فیض,75,1398,50667000.0,2,1.0,1.0,1.0,2,2,51
725,باغ فیض,115,1385,37826000.0,2,0.0,1.0,1.0,4,4,51
726,باغ فیض,70,1400,54286000.0,2,1.0,1.0,1.0,5,5,51
727,باغ فیض,115,1385,38000000.0,2,0.0,1.0,1.0,4,4,51
728,باغ فیض,90,1400,56667000.0,2,1.0,1.0,1.0,15,15,51
729,باغ فیض,60,1390,51167000.0,1,1.0,1.0,1.0,1,1,51
730,باغ فیض,83,1388,37349000.0,2,0.0,1.0,1.0,3,3,51
732,باغ فیض,83,1380,39759000.0,2,0.0,1.0,1.0,1,4,51
733,باغ فیض,57,1382,42105000.0,1,0.0,1.0,1.0,2,2,51
734,باغ فیض,91,1388,37912000.0,2,0.0,1.0,1.0,2,2,51
737,باغ فیض,107,1387,42991000.0,2,1.0,1.0,1.0,1,5,51
738,باغ فیض,94,1379,32447000.0,2,0.0,0.0,1.0,1,1,51
739,باغ فیض,62,1382,37097000.0,2,1.0,1.0,1.0,2,5,51
741,باغ فیض,125,1399,62000000.0,2,1.0,1.0,1.0,3,4,51
742,باغ فیض,60,1398,48833000.0,1,1.0,1.0,1.0,4,4,51
743,باغ فیض,37,1400,60811000.0,1,1.0,1.0,1.0,2,5,51
744,باغ فیض,106,1400,55000000.0,2,1.0,1.0,1.0,1,1,51
745,باغ فیض,107,1390,41589000.0,2,1.0,1.0,1.0,1,1,51
746,باغ فیض,62,1400,60000000.0,1,1.0,1.0,1.0,2,2,51
748,باغ فیض,90,1381,36111000.0,2,0.0,1.0,1.0,3,3,51
749,باغ فیض,105,1394,46667000.0,2,1.0,1.0,1.0,2,5,51
750,باغ فیض,57,1385,42982000.0,2,1.0,1.0,1.0,3,3,51
751,باغ فیض,90,1391,46667000.0,2,1.0,1.0,1.0,5,5,51
752,باغ فیض,105,1380,39000000.0,2,0.0,0.0,1.0,4,4,51
753,باغ فیض,97,1393,49485000.0,2,1.0,1.0,1.0,5,5,51
754,باغ فیض,102,1399,53922000.0,2,1.0,1.0,1.0,3,3,51
755,باغ فیض,53,1400,44528000.0,1,1.0,1.0,1.0,1,1,51
756,باغ فیض,90,1392,46667000.0,2,1.0,1.0,1.0,1,5,51
757,باغ فیض,117,1391,59829000.0,2,1.0,1.0,1.0,7,7,51
758,باغ فیض,130,1400,56154000.0,3,1.0,1.0,1.0,1,1,51
759,باغ فیض,75,1389,45733000.0,2,1.0,1.0,1.0,4,4,51
760,باغ فیض,50,1400,62000000.0,2,1.0,1.0,1.0,2,2,51
761,باغ فیض,69,1400,62971000.0,2,1.0,1.0,1.0,2,2,51
762,باغ فیض,70,1396,47143000.0,2,1.0,1.0,1.0,3,5,51
763,باغ فیض,60,1393,47500000.0,1,1.0,1.0,0.0,1,1,51
764,باغ فیض,100,1392,55000000.0,2,1.0,1.0,1.0,5,5,51
765,باغ فیض,36,1400,60000000.0,1,1.0,1.0,1.0,2,5,51
767,باغ فیض,67,1388,42537000.0,2,1.0,1.0,1.0,5,5,51
768,باغ فیض,72,1400,60000000.0,2,1.0,1.0,1.0,2,5,51
769,باغ فیض,92,1392,45000000.0,2,1.0,1.0,1.0,5,5,51
770,باغ فیض,86,1388,44186000.0,2,1.0,1.0,1.0,5,5,51
771,باغ فیض,105,1388,36667000.0,2,0.0,1.0,1.0,1,4,51
772,باغ فیض,100,1385,39500000.0,2,1.0,1.0,1.0,1,5,51
