,district,meter,built_year,price_per_meter,room,elevator,parking,storage,floor_en,total_floor,district_code
7469,اندیشه,53,1389,8113000.0,1,0.0,0.0,1.0,3,3,40
7470,اندیشه,60,1390,8833000.0,2,0.0,1.0,1.0,1,1,40
7471,اندیشه,105,1395,19700000.0,2,1.0,1.0,1.0,3,3,40
7472,اندیشه,117,1400,23077000.0,2,1.0,1.0,1.0,4,4,40
7473,اندیشه,51,1388,6863000.0,1,0.0,1.0,1.0,1,1,40
7474,اندیشه,84,1396,13500000.0,2,1.0,1.0,1.0,3,3,40
7475,اندیشه,54,1390,7963000.0,1,0.0,1.0,1.0,2,2,40
7476,اندیشه,69,1395,16667000.0,2,0.0,1.0,1.0,1,1,40
7477,اندیشه,91,1394,18297000.0,2,1.0,1.0,1.0,4,4,40
7478,اندیشه,55,1395,9636000.0,2,0.0,1.0,1.0,2,2,40
7479,اندیشه,45,1395,10000000.0,1,1.0,1.0,1.0,3,3,40
7480,اندیشه,73,1386,15068000.0,2,0.0,1.0,1.0,2,2,40
7482,اندیشه,71,1400,16197000.0,2,1.0,1.0,1.0,1,1,40
7483,اندیشه,51,1396,19000000.0,1,0.0,1.0,1.0,3,3,40
7486,اندیشه,65,1394,20000000.0,2,0.0,1.0,1.0,1,1,40
7487,اندیشه,47,1394,8723000.0,1,1.0,1.0,1.0,3,3,40
7488,اندیشه,75,1400,11333000.0,2,1.0,1.0,1.0,2,2,40
7489,اندیشه,50,1394,8800000.0,1,0.0,1.0,1.0,2,2,40
7490,اندیشه,88,1400,21000000.0,2,1.0,1.0,1.0,4,4,40
7491,اندیشه,150,1400,22000000.0,3,1.0,1.0,1.0,1,1,40
7492,اندیشه,60,1389,6500000.0,1,0.0,1.0,1.0,3,3,40
7493,اندیشه,47,1395,6213000.0,1,0.0,1.0,1.0,2,2,40
7494,اندیشه,47,1392,18723000.0,1,0.0,1.0,1.0,2,2,40
7495,اندیشه,62,1394,9677000.0,2,0.0,1.0,1.0,2,2,40
7496,اندیشه,48,1395,7917000.0,1,1.0,1.0,1.0,3,3,40
7497,اندیشه,43,1387,9767000.0,1,0.0,1.0,1.0,3,3,40
7498,اندیشه,42,1393,7381000.0,1,0.0,0.0,1.0,1,1,40
7499,اندیشه,95,1400,22632000.0,2,1.0,1.0,1.0,2,2,40
7500,اندیشه,53,1395,7547000.0,1,1.0,1.0,1.0,4,4,40
7501,اندیشه,52,1385,15769000.0,1,0.0,1.0,1.0,2,2,40
7502,اندیشه,45,1396,9333000.0,1,0.0,1.0,1.0,1,1,40
7503,اندیشه,53,1390,7170000.0,2,0.0,1.0,1.0,1,1,40
7504,اندیشه,69,1400,22000000.0,2,1.0,1.0,1.0,2,2,40
7505,اندیشه,90,1385,7778000.0,2,0.0,1.0,1.0,3,3,40
7506,اندیشه,116,1400,22306000.0,2,1.0,1.0,1.0,2,2,40
7508,اندیشه,148,1400,16500000.0,3,1.0,1.0,1.0,3,5,40
7509,اندیشه,39,1397,14359000.0,1,0.0,1.0,1.0,2,2,40
7510,اندیشه,65,1394,15077000.0,2,0.0,1.0,1.0,1,1,40
7511,اندیشه,84,1396,16071000.0,2,1.0,1.0,1.0,3,3,40
7512,اندیشه,142,1400,10563000.0,3,0.0,1.0,1.0,2,2,40
7513,اندیشه,100,1400,15500000.0,2,1.0,1.0,1.0,4,4,40
7514,اندیشه,50,1394,10240000.0,2,0.0,1.0,1.0,3,3,40
7515,اندیشه,50,1392,19200000.0,1,0.0,1.0,1.0,2,2,40
7516,اندیشه,70,1400,15286000.0,2,1.0,1.0,1.0,3,3,40
7517,اندیشه,72,1387,8889000.0,2,0.0,1.0,1.0,2,2,40
7518,اندیشه,47,1395,9149000.0,1,0.0,1.0,1.0,1,1,40
7519,اندیشه,51,1394,9804000.0,1,0.0,1.0,1.0,3,3,40
7520,اندیشه,42,1392,8048000.0,1,1.0,1.0,1.0,3,3,40
7521,اندیشه,45,1396,20222000.0,1,0.0,1.0,1.0,3,3,40
7524,اندیشه,54,1390,16296000.0,1,0.0,1.0,1.0,2,2,40
7525,اندیشه,60,1385,14167000.0,2,0.0,1.0,1.0,2,2,40
7526,اندیشه,64,1392,16250000.0,2,0.0,1.0,1.0,3,3,40
7527,اندیشه,71,1387,16000000.0,2,0.0,1.0,1.0,2,2,40
7529,اندیشه,47,1389,9362000.0,1,0.0,1.0,1.0,2,2,40
7530,اندیشه,58,1395,7586000.0,2,1.0,1.0,1.0,2,2,40
7531,اندیشه,105,1399,14743000.0,2,1.0,1.0,1.0,3,3,40
7532,اندیشه,70,1395,11514000.0,2,1.0,1.0,1.0,2,2,40
7533,اندیشه,53,1392,7547000.0,1,0.0,1.0,1.0,1,1,40
7534,اندیشه,125,1400,17000000.0,2,1.0,1.0,1.0,3,3,40
7535,اندیشه,52,1391,7500000.0,1,0.0,1.0,1.0,3,3,40
7536,اندیشه,52,1395,18269000.0,2,0.0,1.0,1.0,2,2,40
7537,اندیشه,70,1394,13086000.0,2,0.0,1.0,1.0,2,2,40
7538,اندیشه,55,1387,6000000.0,2,0.0,1.0,1.0,2,2,40
7539,اندیشه,63,1390,6381000.0,1,0.0,1.0,1.0,1,1,40
7540,اندیشه,48,1398,10625000.0,1,1.0,1.0,1.0,6,6,40
7542,اندیشه,103,1400,15922000.0,2,1.0,1.0,1.0,2,2,40
7543,اندیشه,105,1395,9524000.0,2,1.0,1.0,1.0,3,3,40
7544,اندیشه,59,1389,17119000.0,1,0.0,1.0,1.0,1,1,40
7545,اندیشه,637,1390,16484000.0,2,0.0,1.0,1.0,3,3,40
7546,اندیشه,51,1393,6863000.0,1,0.0,1.0,1.0,2,2,40
7547,اندیشه,51,1394,7843000.0,1,0.0,1.0,1.0,2,2,40
7548,اندیشه,64,1395,15938000.0,2,0.0,1.0,1.0,3,3,40
7549,اندیشه,55,1392,8000000.0,1,0.0,1.0,1.0,1,1,40
7550,اندیشه,62,1395,8226000.0,2,1.0,1.0,1.0,2,2,40
7551,اندیشه,62,1393,16935000.0,1,0.0,1.0,1.0,2,2,40
7552,اندیشه,90,1400,17489000.0,2,1.0,1.0,1.0,5,5,40
7553,اندیشه,90,1388,8611000.0,2,0.0,1.0,1.0,2,2,40
7554,اندیشه,49,1393,19184000.0,1,1.0,1.0,1.0,1,1,40
7555,اندیشه,60,1388,6667000.0,2,0.0,1.0,1.0,2,2,40
7556,اندیشه,53,1389,8113000.0,1,0.0,1.0,1.0,3,3,40
7557,اندیشه,54,1395,9259000.0,1,0.0,1.0,1.0,1,3,40
7559,اندیشه,43,1388,8837000.0,1,0.0,1.0,1.0,1,1,40
7560,اندیشه,41,1392,19512000.0,1,0.0,1.0,1.0,1,1,40
7561,اندیشه,72,1393,6667000.0,2,0.0,1.0,1.0,2,2,40
7562,اندیشه,38,1390,19079000.0,1,0.0,1.0,1.0,3,3,40
7564,اندیشه,42,1390,7381000.0,1,0.0,0.0,0.0,1,1,40
7565,اندیشه,60,1391,6250000.0,2,0.0,0.0,1.0,3,3,40
7566,اندیشه,55,1394,9091000.0,1,0.0,1.0,1.0,3,3,40
7567,اندیشه,55,1390,9636000.0,1,0.0,1.0,1.0,2,2,40
7568,اندیشه,68,1390,6765000.0,2,0.0,1.0,1.0,3,3,40
7570,اندیشه,100,1400,18000000.0,2,1.0,1.0,1.0,3,3,40
7571,اندیشه,51,1397,10392000.0,1,0.0,1.0,1.0,3,3,40
7572,اندیشه,52,1394,19231000.0,2,1.0,1.0,1.0,1,1,40
7573,اندیشه,48,1389,7708000.0,1,0.0,1.0,1.0,1,1,40
7574,اندیشه,48,1391,6250000.0,1,0.0,1.0,1.0,3,3,40
7575,اندیشه,55,1391,8182000.0,1,1.0,1.0,1.0,2,2,40
7576,اندیشه,91,1396,9890000.0,2,0.0,1.0,1.0,0,0,40
7577,اندیشه,185,1400,20000000.0,3,1.0,1.0,1.0,4,4,40
7578,اندیشه,33,1395,20000000.0,1,1.0,1.0,1.0,1,7,40
7579,اندیشه,73,1385,15000000.0,2,0.0,1.0,1.0,3,12,40
7580,اندیشه,117,1400,17350000.0,2,1.0,1.0,1.0,4,4,40
7581,اندیشه,52,1388,9615000.0,1,0.0,1.0,1.0,3,3,40
7582,اندیشه,55,1390,18182000.0,1,0.0,1.0,1.0,2,2,40
7583,اندیشه,53,1393,7547000.0,1,0.0,1.0,1.0,1,1,40
7584,اندیشه,56,1389,10000000.0,2,0.0,1.0,1.0,3,3,40
7585,اندیشه,55,1395,14545000.0,1,1.0,1.0,1.0,2,2,40
7586,اندیشه,45,1391,16889000.0,1,0.0,0.0,1.0,2,2,40
7587,اندیشه,49,1395,16939000.0,1,0.0,0.0,1.0,1,1,40
7588,اندیشه,63,1388,6873000.0,1,0.0,1.0,1.0,1,1,40
7589,اندیشه,52,1394,9423000.0,2,0.0,1.0,1.0,2,2,40
7590,اندیشه,42,1395,7619000.0,1,0.0,1.0,1.0,1,1,40
7591,اندیشه,56,1397,8125000.0,1,1.0,1.0,1.0,4,4,40
7592,اندیشه,40,1396,11250000.0,1,0.0,1.0,1.0,1,1,40
7593,اندیشه,55,1392,9455000.0,1,0.0,1.0,1.0,2,2,40
7594,اندیشه,116,1400,25000000.0,2,1.0,1.0,1.0,1,1,40
7596,اندیشه,74,1395,13000000.0,1,1.0,0.0,1.0,1,1,40
7597,اندیشه,72,1387,15900000.0,2,0.0,1.0,1.0,2,12,40
7598,اندیشه,71,1385,10493000.0,2,0.0,1.0,1.0,3,3,40
7599,اندیشه,54,1396,8981000.0,1,0.0,1.0,1.0,1,1,40
7600,اندیشه,90,1388,11000000.0,2,0.0,1.0,1.0,3,3,40
7603,اندیشه,55,1396,8182000.0,1,1.0,1.0,1.0,2,2,40
7604,اندیشه,46,1393,19130000.0,1,0.0,1.0,1.0,2,2,40
7605,اندیشه,43,1388,10233000.0,1,1.0,1.0,1.0,3,3,40
7606,اندیشه,53,1389,7358000.0,1,1.0,1.0,1.0,3,3,40
7607,اندیشه,125,1397,20000000.0,3,1.0,1.0,1.0,3,3,40
7608,اندیشه,63,1398,15079000.0,2,0.0,1.0,1.0,1,1,40
7609,اندیشه,64,1397,14062000.0,2,1.0,1.0,1.0,2,2,40
7610,اندیشه,81,1388,7704000.0,2,0.0,1.0,1.0,1,1,40
7611,اندیشه,52,1390,15769000.0,1,0.0,1.0,1.0,2,2,40
7612,اندیشه,57,1394,9649000.0,2,1.0,1.0,1.0,5,5,40
7613,اندیشه,73,1395,16712000.0,2,0.0,1.0,1.0,3,3,40
7614,اندیشه,47,1388,15745000.0,1,0.0,1.0,1.0,2,3,40
7615,اندیشه,72,1392,17361000.0,2,0.0,1.0,1.0,3,3,40
7616,اندیشه,53,1394,17642000.0,1,0.0,1.0,1.0,3,3,40
7617,اندیشه,53,1393,18491000.0,1,1.0,1.0,1.0,4,4,40
7618,اندیشه,63,1388,8730000.0,2,0.0,1.0,1.0,3,3,40
7620,اندیشه,47,1388,8298000.0,1,0.0,1.0,1.0,3,3,40
7623,اندیشه,62,1395,9677000.0,2,1.0,1.0,1.0,2,2,40
7624,اندیشه,55,1393,11636000.0,1,0.0,1.0,1.0,2,2,40
7625,اندیشه,42,1392,18810000.0,1,0.0,1.0,1.0,3,3,40
7626,اندیشه,53,1392,5887000.0,1,1.0,1.0,1.0,2,2,40
7627,اندیشه,48,1396,16667000.0,1,1.0,1.0,1.0,4,4,40
7628,اندیشه,55,1396,7091000.0,1,0.0,1.0,1.0,1,1,40
7631,اندیشه,95,1399,20000000.0,2,1.0,1.0,1.0,2,2,40
7632,اندیشه,49,1396,18163000.0,1,1.0,1.0,1.0,7,7,40
7633,اندیشه,53,1390,5925000.0,1,1.0,1.0,1.0,1,1,40
7634,اندیشه,72,1390,16250000.0,2,0.0,1.0,1.0,2,2,40
7635,اندیشه,81,1395,9630000.0,2,1.0,1.0,1.0,1,8,40
7636,اندیشه,52,1394,11538000.0,2,0.0,1.0,1.0,2,2,40
7637,اندیشه,58,1396,19000000.0,1,0.0,1.0,1.0,3,3,40
7638,اندیشه,60,1395,8500000.0,1,1.0,1.0,1.0,2,2,40
7639,اندیشه,48,1386,6667000.0,1,0.0,1.0,1.0,3,3,40
7640,اندیشه,50,1396,10000000.0,1,1.0,1.0,1.0,6,6,40
7641,اندیشه,49,1390,18265000.0,1,0.0,0.0,1.0,1,1,40
7643,اندیشه,53,1396,7170000.0,1,0.0,1.0,1.0,2,2,40
7644,اندیشه,70,1394,22000000.0,2,1.0,1.0,1.0,2,2,40
7645,اندیشه,82,1400,20976000.0,2,1.0,1.0,1.0,1,1,40
7646,اندیشه,53,1394,10377000.0,1,0.0,1.0,1.0,2,2,40
7648,اندیشه,52,1386,15962000.0,2,0.0,1.0,1.0,2,2,40
7652,اندیشه,51,1395,19000000.0,1,0.0,1.0,1.0,1,3,40
7653,اندیشه,47,1395,12766000.0,1,1.0,1.0,1.0,6,6,40
7654,اندیشه,88,1390,13523000.0,2,1.0,1.0,1.0,4,4,40
7655,اندیشه,60,1400,20000000.0,2,1.0,0.0,1.0,4,4,40
7656,اندیشه,51,1395,15098000.0,1,1.0,1.0,1.0,2,2,40
7657,اندیشه,49,1395,6735000.0,1,0.0,1.0,1.0,2,2,40
7658,اندیشه,59,1389,15508000.0,1,0.0,1.0,1.0,3,3,40
7660,اندیشه,64,1389,15625000.0,2,0.0,1.0,1.0,2,2,40
7661,اندیشه,48,1391,17708000.0,1,0.0,1.0,1.0,1,1,40
7662,اندیشه,49,1386,8367000.0,2,0.0,1.0,1.0,3,3,40
7663,اندیشه,51,1393,7647000.0,1,0.0,1.0,1.0,3,3,40
7664,اندیشه,60,1392,6667000.0,2,0.0,1.0,1.0,2,2,40
7665,اندیشه,48,1391,7083000.0,1,0.0,1.0,1.0,3,3,40
7667,اندیشه,49,1394,15061000.0,1,0.0,1.0,1.0,2,2,40
7669,اندیشه,69,1400,22000000.0,2,1.0,1.0,1.0,2,2,40
7670,اندیشه,47,1387,6809000.0,1,0.0,1.0,1.0,3,3,40
7671,اندیشه,57,1395,14912000.0,2,0.0,1.0,1.0,3,3,40
7672,اندیشه,73,1397,11438000.0,2,0.0,1.0,1.0,1,1,40
7673,اندیشه,56,1394,10357000.0,2,0.0,1.0,1.0,1,1,40
7674,اندیشه,65,1390,19231000.0,2,0.0,1.0,1.0,1,1,40
7675,اندیشه,150,1400,18667000.0,3,1.0,1.0,1.0,5,5,40
7676,اندیشه,63,1395,19048000.0,2,1.0,1.0,1.0,4,4,40
7677,اندیشه,76,1399,16053000.0,2,1.0,1.0,1.0,1,4,40
7678,اندیشه,39,1396,12308000.0,1,1.0,1.0,1.0,3,3,40
7679,اندیشه,68,1389,14706000.0,2,0.0,1.0,1.0,2,2,40
7680,اندیشه,151,1400,20530000.0,3,1.0,1.0,1.0,1,5,40
7681,اندیشه,52,1395,16500000.0,1,0.0,1.0,1.0,3,3,40
7682,اندیشه,54,1390,15741000.0,1,0.0,1.0,1.0,3,3,40
7684,اندیشه,39,1393,17436000.0,1,0.0,1.0,1.0,2,2,40
7688,اندیشه,52,1395,12308000.0,2,1.0,1.0,1.0,1,1,40
7689,اندیشه,48,1389,7354000.0,1,0.0,1.0,1.0,3,3,40
7690,اندیشه,60,1390,6333000.0,1,0.0,0.0,1.0,3,3,40
7691,اندیشه,89,1388,15449000.0,2,0.0,1.0,1.0,1,1,40
7692,اندیشه,65,1389,14615000.0,2,0.0,1.0,1.0,3,3,40
7694,اندیشه,76,1393,15500000.0,2,1.0,1.0,1.0,1,1,40
7695,اندیشه,60,1393,10833000.0,1,0.0,1.0,1.0,1,1,40
7697,اندیشه,47,1388,7021000.0,1,0.0,1.0,1.0,3,3,40
7698,اندیشه,53,1393,8019000.0,1,0.0,1.0,1.0,3,3,40
7699,اندیشه,50,1398,8000000.0,1,0.0,1.0,1.0,1,1,40
7700,اندیشه,48,1390,7083000.0,1,0.0,1.0,1.0,3,3,40
7701,اندیشه,48,1389,6667000.0,1,0.0,1.0,1.0,3,3,40
7702,اندیشه,39,1391,16782000.0,2,0.0,1.0,1.0,2,2,40
7703,اندیشه,85,1391,14706000.0,2,1.0,1.0,1.0,4,4,40
7704,اندیشه,58,1385,15345000.0,2,0.0,1.0,1.0,1,1,40
7705,اندیشه,45,1396,6000000.0,1,1.0,1.0,1.0,1,1,40
7706,اندیشه,50,1395,9000000.0,1,1.0,1.0,1.0,6,6,40
7707,اندیشه,56,1397,10714000.0,1,0.0,1.0,1.0,2,2,40
7708,اندیشه,61,1390,14754000.0,3,0.0,1.0,1.0,3,3,40
7709,اندیشه,44,1396,9318000.0,1,0.0,1.0,1.0,1,1,40
7710,اندیشه,49,1395,8898000.0,1,0.0,1.0,1.0,2,2,40
7712,اندیشه,50,1394,8600000.0,1,1.0,1.0,1.0,3,3,40
7713,اندیشه,56,1387,6607000.0,2,0.0,1.0,1.0,3,3,40
7714,اندیشه,54,1395,8889000.0,1,1.0,1.0,1.0,8,8,40
7715,اندیشه,56,1389,9286000.0,1,0.0,1.0,1.0,2,2,40
7716,اندیشه,47,1392,8936000.0,1,0.0,1.0,1.0,2,2,40
7717,اندیشه,70,1396,16571000.0,2,0.0,1.0,1.0,2,3,40
7718,اندیشه,77,1393,9091000.0,2,0.0,1.0,1.0,2,2,40
7720,اندیشه,55,1392,5673000.0,1,1.0,1.0,1.0,2,2,40
7721,اندیشه,65,1397,8462000.0,2,1.0,1.0,1.0,2,2,40
7722,اندیشه,145,1400,14800000.0,3,1.0,1.0,1.0,5,7,40
7724,اندیشه,47,1395,10851000.0,1,1.0,1.0,1.0,6,6,40
7726,اندیشه,58,1392,10345000.0,2,1.0,1.0,1.0,4,4,40
7727,اندیشه,48,1388,7083000.0,1,0.0,1.0,1.0,3,3,40
7728,اندیشه,46,1392,11957000.0,1,0.0,1.0,1.0,3,3,40
7729,اندیشه,63,1388,15000000.0,2,0.0,1.0,1.0,3,3,40
7730,اندیشه,55,1388,16182000.0,1,1.0,1.0,1.0,2,2,40
7731,اندیشه,52,1390,5731000.0,1,1.0,1.0,1.0,5,5,40
7732,اندیشه,65,1388,16615000.0,2,0.0,1.0,1.0,2,2,40
7733,اندیشه,54,1394,10185000.0,1,0.0,1.0,1.0,2,2,40
7734,اندیشه,51,1396,7843000.0,1,1.0,1.0,1.0,4,4,40
7735,اندیشه,50,1396,8200000.0,1,1.0,1.0,1.0,1,1,40
7736,اندیشه,62,1391,2903000.0,1,0.0,0.0,1.0,1,1,40
7737,اندیشه,46,1388,15217000.0,1,0.0,1.0,1.0,3,3,40
7738,اندیشه,50,1390,16600000.0,2,1.0,0.0,1.0,1,3,40
7739,اندیشه,50,1389,8200000.0,1,0.0,1.0,1.0,3,3,40
7740,اندیشه,50,1389,8700000.0,1,0.0,1.0,1.0,3,3,40
7741,اندیشه,59,1396,16220000.0,2,0.0,0.0,1.0,1,3,40
7743,اندیشه,55,1392,7273000.0,1,1.0,1.0,1.0,2,2,40
7744,اندیشه,79,1389,15000000.0,2,0.0,1.0,1.0,3,3,40
7745,اندیشه,41,1395,19268000.0,1,0.0,1.0,1.0,2,3,40
7746,اندیشه,70,1395,16429000.0,2,0.0,1.0,1.0,1,3,40
7747,اندیشه,46,1392,8696000.0,1,0.0,0.0,1.0,3,3,40
7748,اندیشه,66,1395,8485000.0,2,1.0,1.0,1.0,1,1,40
7749,اندیشه,93,1391,13978000.0,2,0.0,1.0,1.0,3,3,40
7750,اندیشه,47,1386,13830000.0,1,0.0,1.0,1.0,3,3,40
7751,اندیشه,73,1386,12329000.0,2,0.0,1.0,1.0,0,0,40
7752,اندیشه,115,1400,18000000.0,2,1.0,1.0,1.0,5,5,40
7753,اندیشه,70,1394,12857000.0,2,0.0,1.0,1.0,3,3,40
7754,اندیشه,75,1391,14333000.0,2,1.0,0.0,1.0,3,3,40
7757,اندیشه,50,1395,9200000.0,1,1.0,1.0,1.0,6,6,40
7758,اندیشه,96,1395,16146000.0,2,1.0,1.0,1.0,4,4,40
7759,اندیشه,63,1391,7063000.0,2,0.0,1.0,1.0,3,3,40
7760,اندیشه,61,1392,17213000.0,2,0.0,1.0,1.0,3,3,40
7761,اندیشه,56,1390,21000000.0,1,0.0,1.0,1.0,1,3,40
7762,اندیشه,156,1400,20994000.0,3,1.0,1.0,1.0,4,4,40
7763,اندیشه,65,1396,20000000.0,2,0.0,1.0,1.0,2,3,40
7764,اندیشه,131,1400,12214000.0,3,1.0,1.0,1.0,11,11,40
7765,اندیشه,69,1394,18551000.0,2,1.0,1.0,1.0,1,1,40
7766,اندیشه,58,1387,15517000.0,1,0.0,1.0,1.0,2,3,40
7767,اندیشه,55,1390,15636000.0,1,0.0,1.0,1.0,1,1,40
7768,اندیشه,58,1386,7414000.0,2,1.0,1.0,1.0,2,2,40
7769,اندیشه,56,1388,8036000.0,2,1.0,1.0,1.0,1,1,40
7770,اندیشه,45,1395,9556000.0,1,0.0,1.0,1.0,3,3,40
7771,اندیشه,54,1394,9444000.0,1,0.0,1.0,1.0,3,3,40
7773,اندیشه,54,1396,8778000.0,1,0.0,1.0,1.0,1,1,40
7774,اندیشه,118,1400,18644000.0,2,1.0,1.0,1.0,2,2,40
7775,اندیشه,71,1388,12887000.0,2,0.0,1.0,1.0,1,1,40
7776,اندیشه,57,1380,10351000.0,1,0.0,1.0,1.0,3,3,40
7777,اندیشه,69,1394,11159000.0,2,0.0,1.0,1.0,1,1,40
7778,اندیشه,150,1400,18800000.0,3,1.0,1.0,1.0,3,3,40
7779,اندیشه,56,1393,7500000.0,2,0.0,1.0,1.0,1,1,40
7780,اندیشه,48,1388,15625000.0,1,0.0,1.0,1.0,2,2,40
7781,اندیشه,52,1390,15769000.0,1,0.0,1.0,1.0,3,3,40
7782,اندیشه,55,1393,7273000.0,1,0.0,1.0,1.0,1,1,40
7783,اندیشه,65,1394,16000000.0,2,0.0,1.0,1.0,3,3,40
7784,اندیشه,66,1386,14600000.0,2,0.0,1.0,1.0,1,1,40
7785,اندیشه,51,1395,9980000.0,1,0.0,1.0,1.0,3,3,40
7786,اندیشه,58,1391,7414000.0,1,0.0,1.0,1.0,2,2,40
7787,اندیشه,56,1395,19500000.0,1,0.0,1.0,1.0,2,3,40
7788,اندیشه,74,1388,11757000.0,2,0.0,1.0,1.0,1,1,40
7789,اندیشه,55,1393,14545000.0,1,1.0,1.0,1.0,2,2,40
7790,اندیشه,60,1393,16500000.0,1,1.0,0.0,1.0,2,2,40
7793,اندیشه,45,1395,7778000.0,1,0.0,1.0,1.0,3,3,40
7794,اندیشه,60,1395,17000000.0,2,0.0,1.0,1.0,2,2,40
7795,اندیشه,69,1400,17971000.0,2,1.0,1.0,1.0,4,4,40
7796,اندیشه,80,1393,17000000.0,2,0.0,1.0,1.0,3,3,40
7797,اندیشه,55,1388,8727000.0,1,0.0,1.0,1.0,1,1,40
7798,اندیشه,44,1400,13682000.0,1,1.0,1.0,1.0,6,6,40
7799,اندیشه,49,1394,17490000.0,1,1.0,1.0,1.0,7,7,40
7800,اندیشه,39,1396,25641000.0,1,0.0,1.0,1.0,2,2,40
7801,اندیشه,49,1394,8776000.0,1,1.0,1.0,1.0,2,2,40
7802,اندیشه,65,1385,15385000.0,2,0.0,1.0,1.0,1,3,40
7803,اندیشه,71,1388,12887000.0,2,0.0,1.0,1.0,1,1,40
7804,اندیشه,56,1395,8107000.0,1,1.0,1.0,1.0,2,2,40
7805,اندیشه,52,1388,15385000.0,1,0.0,1.0,1.0,2,2,40
7806,اندیشه,71,1381,13380000.0,2,0.0,1.0,1.0,2,2,40
7807,اندیشه,83,1392,12410000.0,2,0.0,1.0,1.0,3,3,40
7808,اندیشه,104,1386,11538000.0,2,0.0,1.0,1.0,3,3,40
7810,اندیشه,77,1386,10390000.0,2,0.0,1.0,1.0,3,3,40
7811,اندیشه,76,1396,13158000.0,2,1.0,1.0,1.0,4,6,40
7813,اندیشه,49,1394,18367000.0,1,0.0,1.0,1.0,3,3,40
7816,اندیشه,49,1396,7959000.0,2,0.0,1.0,1.0,3,3,40
7817,اندیشه,104,1400,23077000.0,2,1.0,1.0,1.0,3,3,40
7818,اندیشه,137,1399,23358000.0,2,1.0,1.0,1.0,3,3,40
7820,اندیشه,52,1394,7308000.0,1,0.0,1.0,1.0,1,1,40
7821,اندیشه,55,1390,10000000.0,1,0.0,1.0,1.0,1,1,40
7822,اندیشه,47,1395,18511000.0,1,1.0,1.0,1.0,2,2,40
7823,اندیشه,48,1395,12917000.0,1,1.0,1.0,1.0,4,4,40
7824,اندیشه,48,1390,7292000.0,1,0.0,1.0,1.0,3,3,40
7826,اندیشه,48,1393,7083000.0,1,0.0,1.0,1.0,3,3,40
7828,اندیشه,54,1389,11111000.0,2,0.0,1.0,1.0,1,1,40
7830,اندیشه,50,1394,7800000.0,1,1.0,1.0,1.0,2,2,40
7831,اندیشه,65,1399,17723000.0,1,1.0,1.0,1.0,3,3,40
7832,اندیشه,48,1394,9375000.0,1,1.0,0.0,1.0,6,6,40
7833,اندیشه,90,1388,11000000.0,2,0.0,1.0,1.0,3,9,40
7834,اندیشه,55,1395,19000000.0,1,1.0,1.0,1.0,2,2,40
7835,اندیشه,56,1391,7857000.0,2,0.0,1.0,1.0,1,1,40
7836,اندیشه,51,1395,16863000.0,1,0.0,1.0,1.0,1,1,40
7837,اندیشه,57,1397,11579000.0,1,0.0,1.0,1.0,3,3,40
7838,اندیشه,95,1397,10316000.0,2,0.0,1.0,1.0,2,3,40
7839,اندیشه,160,1400,16750000.0,3,1.0,1.0,1.0,4,4,40
7840,اندیشه,148,1399,12797000.0,3,1.0,1.0,1.0,4,5,40
7841,اندیشه,60,1390,6500000.0,1,0.0,1.0,1.0,3,3,40
7842,اندیشه,65,1394,12754000.0,2,1.0,1.0,1.0,3,3,40
7843,اندیشه,72,1392,15833000.0,2,0.0,1.0,1.0,2,2,40
7845,اندیشه,105,1394,19676000.0,2,1.0,1.0,1.0,3,3,40
7846,اندیشه,55,1393,9636000.0,1,0.0,1.0,1.0,2,2,40
7847,اندیشه,53,1395,7264000.0,1,0.0,1.0,1.0,1,1,40
7848,اندیشه,51,1394,18627000.0,1,0.0,1.0,1.0,1,1,40
7851,اندیشه,91,1390,9890000.0,2,0.0,1.0,1.0,0,0,40
7852,اندیشه,72,1390,9167000.0,2,0.0,1.0,1.0,2,2,40
7853,اندیشه,70,1394,24000000.0,2,0.0,1.0,1.0,2,2,40
7854,اندیشه,117,1400,23077000.0,2,1.0,0.0,1.0,4,4,40
7855,اندیشه,65,1387,6154000.0,2,0.0,1.0,1.0,3,3,40
7856,اندیشه,92,1396,15163000.0,2,0.0,1.0,1.0,3,3,40
7858,اندیشه,105,1395,18000000.0,2,1.0,1.0,1.0,3,3,40
7859,اندیشه,82,1392,11585000.0,2,0.0,1.0,1.0,1,1,40
7860,اندیشه,45,1395,9556000.0,1,0.0,1.0,1.0,3,3,40
7861,اندیشه,54,1393,7407000.0,1,0.0,1.0,1.0,1,1,40
7862,اندیشه,58,1397,18500000.0,1,0.0,1.0,1.0,1,4,40
7864,اندیشه,105,1396,14095000.0,2,1.0,1.0,1.0,3,3,40
7865,اندیشه,76,1394,11842000.0,2,1.0,1.0,1.0,2,2,40
7867,اندیشه,90,1400,17556000.0,2,1.0,1.0,1.0,2,4,40
7868,اندیشه,62,1392,19000000.0,2,0.0,1.0,1.0,2,2,40
7869,اندیشه,106,1400,14151000.0,2,1.0,1.0,1.0,4,4,40
7870,اندیشه,65,1395,16492000.0,2,0.0,1.0,1.0,3,3,40
7871,اندیشه,49,1393,10204000.0,1,1.0,1.0,1.0,2,2,40
7872,اندیشه,55,1389,17000000.0,1,0.0,1.0,1.0,1,1,40
7874,اندیشه,84,1396,11726000.0,2,0.0,1.0,1.0,2,2,40
